id,nombre,correo,telefono,mascotas
1192,Benjamin Schroeder,uadams@example.com,2109974491076,"[{'id': 2172, 'nombre': 'Erik', 'especie': 'Iguana', 'raza': 'she', 'edad': 4, 'propietario': 1192}]"
1193,Tyler Daniels,masseydavid@example.org,4469011388378,[]
1194,Michael Castillo,cindy38@example.com,78254408429993,"[{'id': 11547, 'nombre': 'Chad', 'especie': 'Conejo', 'raza': 'guy', 'edad': 4, 'propietario': 1194}]"
1195,Melissa Chapman,jennifertucker@example.net,001972832573316763,"[{'id': 3001, 'nombre': 'Christopher', 'especie': 'Gato', 'raza': 'standard', 'edad': 6, 'propietario': 1195}, {'id': 6916, 'nombre': 'Colleen', 'especie': 'Gato', 'raza': 'although', 'edad': 17, 'propietario': 1195}, {'id': 6961, 'nombre': 'Maria', 'especie': 'Gato', 'raza': 'expert', 'edad': 13, 'propietario': 1195}]"
1196,Donna Shaw,daniellemunoz@example.com,17327842915,"[{'id': 2189, 'nombre': 'Edwin', 'especie': 'Gato', 'raza': 'husband', 'edad': 8, 'propietario': 1196}, {'id': 4016, 'nombre': 'Wendy', 'especie': 'Iguana', 'raza': 'him', 'edad': 9, 'propietario': 1196}, {'id': 5310, 'nombre': 'Randall', 'especie': 'Gato', 'raza': 'yourself', 'edad': 3, 'propietario': 1196}, {'id': 6188, 'nombre': 'Kyle', 'especie': 'Loro', 'raza': 'positive', 'edad': 11, 'propietario': 1196}, {'id': 6660, 'nombre': 'Michael', 'especie': 'Iguana', 'raza': 'picture', 'edad': 20, 'propietario': 1196}]"
1197,Robert Ellis,fischerdawn@example.net,7427110505,"[{'id': 5467, 'nombre': 'James', 'especie': 'Iguana', 'raza': 'kind', 'edad': 20, 'propietario': 1197}, {'id': 6196, 'nombre': 'Melissa', 'especie': 'Iguana', 'raza': 'still', 'edad': 9, 'propietario': 1197}]"
1198,Rachel Guerra,byoung@example.org,83754902505988,"[{'id': 713, 'nombre': 'Jamie', 'especie': 'Loro', 'raza': 'significant', 'edad': 10, 'propietario': 1198}, {'id': 2887, 'nombre': 'Tina', 'especie': 'Loro', 'raza': 'world', 'edad': 7, 'propietario': 1198}]"
1199,Sarah Carter,david35@example.org,3987282814,"[{'id': 4255, 'nombre': 'Joe', 'especie': 'Loro', 'raza': 'very', 'edad': 7, 'propietario': 1199}, {'id': 4807, 'nombre': 'Christopher', 'especie': 'Gato', 'raza': 'one', 'edad': 11, 'propietario': 1199}, {'id': 7424, 'nombre': 'Devin', 'especie': 'Loro', 'raza': 'authority', 'edad': 7, 'propietario': 1199}, {'id': 11998, 'nombre': 'Sara', 'especie': 'Conejo', 'raza': 'note', 'edad': 6, 'propietario': 1199}]"
1200,James Murray,johnstonjason@example.net,2767844093094,[]
1201,Lance Griffin,nbennett@example.org,8256237578293,"[{'id': 1698, 'nombre': 'Courtney', 'especie': 'Conejo', 'raza': 'note', 'edad': 11, 'propietario': 1201}]"
1202,Matthew Vazquez,sheltonandrea@example.net,2702706421,"[{'id': 1806, 'nombre': 'Bridget', 'especie': 'Conejo', 'raza': 'reveal', 'edad': 4, 'propietario': 1202}, {'id': 1913, 'nombre': 'Ethan', 'especie': 'Loro', 'raza': 'thank', 'edad': 7, 'propietario': 1202}, {'id': 4352, 'nombre': 'Shane', 'especie': 'Perro', 'raza': 'glass', 'edad': 17, 'propietario': 1202}, {'id': 5014, 'nombre': 'John', 'especie': 'Perro', 'raza': 'left', 'edad': 20, 'propietario': 1202}, {'id': 5155, 'nombre': 'Timothy', 'especie': 'Gato', 'raza': 'behavior', 'edad': 12, 'propietario': 1202}, {'id': 8051, 'nombre': 'Karla', 'especie': 'Perro', 'raza': 'dark', 'edad': 8, 'propietario': 1202}, {'id': 8897, 'nombre': 'Dana', 'especie': 'Gato', 'raza': 'something', 'edad': 13, 'propietario': 1202}, {'id': 10106, 'nombre': 'Courtney', 'especie': 'Iguana', 'raza': 'development', 'edad': 9, 'propietario': 1202}]"
1203,Jennifer Taylor,riveralauren@example.org,2787237560622,"[{'id': 2085, 'nombre': 'Steven', 'especie': 'Loro', 'raza': 'herself', 'edad': 15, 'propietario': 1203}, {'id': 5345, 'nombre': 'Christopher', 'especie': 'Iguana', 'raza': 'whole', 'edad': 10, 'propietario': 1203}]"
1204,Kelsey Oneill,parkerchristopher@example.org,8677065813953,"[{'id': 6686, 'nombre': 'Devin', 'especie': 'Gato', 'raza': 'work', 'edad': 9, 'propietario': 1204}]"
1205,Heather Gamble,williamhansen@example.com,93872284312818,"[{'id': 2914, 'nombre': 'Samantha', 'especie': 'Iguana', 'raza': 'according', 'edad': 3, 'propietario': 1205}, {'id': 3518, 'nombre': 'Tyler', 'especie': 'Perro', 'raza': 'work', 'edad': 1, 'propietario': 1205}]"
1206,Kaitlin Ryan,iroberts@example.org,7664788087,"[{'id': 1757, 'nombre': 'Alexis', 'especie': 'Loro', 'raza': 'car', 'edad': 11, 'propietario': 1206}, {'id': 3952, 'nombre': 'Scott', 'especie': 'Gato', 'raza': 'produce', 'edad': 10, 'propietario': 1206}, {'id': 8187, 'nombre': 'Sarah', 'especie': 'Loro', 'raza': 'sport', 'edad': 4, 'propietario': 1206}, {'id': 11460, 'nombre': 'Shannon', 'especie': 'Loro', 'raza': 'Mrs', 'edad': 8, 'propietario': 1206}]"
1207,Kirk Soto,ashleyle@example.com,77344681070741,"[{'id': 585, 'nombre': 'Isaac', 'especie': 'Gato', 'raza': 'shoulder', 'edad': 13, 'propietario': 1207}, {'id': 7601, 'nombre': 'Rachel', 'especie': 'Gato', 'raza': 'activity', 'edad': 10, 'propietario': 1207}]"
1208,Mark Boyle,ytravis@example.org,0015267753316162,"[{'id': 8228, 'nombre': 'Michael', 'especie': 'Conejo', 'raza': 'each', 'edad': 10, 'propietario': 1208}]"
1209,Melissa Robles,mark58@example.net,001777690803507980,"[{'id': 9837, 'nombre': 'Sandra', 'especie': 'Gato', 'raza': 'effort', 'edad': 8, 'propietario': 1209}, {'id': 11119, 'nombre': 'Gina', 'especie': 'Perro', 'raza': 'bar', 'edad': 20, 'propietario': 1209}]"
1210,Tristan Russell,lisaallen@example.org,17048748212188,[]
1211,Tyler Hartman,hendersonsamantha@example.com,3982589932,"[{'id': 6711, 'nombre': 'Ryan', 'especie': 'Perro', 'raza': 'strong', 'edad': 18, 'propietario': 1211}, {'id': 11198, 'nombre': 'Emily', 'especie': 'Gato', 'raza': 'tree', 'edad': 19, 'propietario': 1211}]"
1212,Martin Brown,castanedakim@example.org,8428019549904,"[{'id': 1291, 'nombre': 'Randy', 'especie': 'Perro', 'raza': 'include', 'edad': 11, 'propietario': 1212}]"
1213,John Aguilar,lbyrd@example.net,8047776630,"[{'id': 3036, 'nombre': 'Sharon', 'especie': 'Perro', 'raza': 'much', 'edad': 16, 'propietario': 1213}, {'id': 6233, 'nombre': 'Bianca', 'especie': 'Perro', 'raza': 'arm', 'edad': 18, 'propietario': 1213}]"
1214,Robin Payne,richardmarks@example.net,915451816609576,"[{'id': 1851, 'nombre': 'Jo', 'especie': 'Conejo', 'raza': 'drug', 'edad': 10, 'propietario': 1214}, {'id': 3661, 'nombre': 'Walter', 'especie': 'Loro', 'raza': 'should', 'edad': 6, 'propietario': 1214}]"
1215,Kimberly Chambers,lindseyspencer@example.net,1384498349912280,"[{'id': 4983, 'nombre': 'Carly', 'especie': 'Iguana', 'raza': 'director', 'edad': 4, 'propietario': 1215}, {'id': 5726, 'nombre': 'Katherine', 'especie': 'Conejo', 'raza': 'civil', 'edad': 20, 'propietario': 1215}, {'id': 8404, 'nombre': 'Tiffany', 'especie': 'Iguana', 'raza': 'night', 'edad': 11, 'propietario': 1215}, {'id': 11000, 'nombre': 'Sharon', 'especie': 'Gato', 'raza': 'argue', 'edad': 17, 'propietario': 1215}, {'id': 11617, 'nombre': 'Angela', 'especie': 'Iguana', 'raza': 'strategy', 'edad': 15, 'propietario': 1215}]"
1216,Dr. Brian Black,lisaacosta@example.net,13888849384,"[{'id': 4325, 'nombre': 'Ann', 'especie': 'Loro', 'raza': 'fear', 'edad': 9, 'propietario': 1216}, {'id': 10193, 'nombre': 'Larry', 'especie': 'Conejo', 'raza': 'together', 'edad': 12, 'propietario': 1216}]"
1217,Timothy Clark,kylelee@example.net,00193085771999161,"[{'id': 5371, 'nombre': 'Alexis', 'especie': 'Conejo', 'raza': 'hit', 'edad': 13, 'propietario': 1217}]"
1218,Lori Mckenzie,rmendez@example.com,4094617178,"[{'id': 11266, 'nombre': 'Johnny', 'especie': 'Perro', 'raza': 'able', 'edad': 14, 'propietario': 1218}]"
1219,Jacqueline Lee,april23@example.org,2532484786,"[{'id': 5297, 'nombre': 'Donald', 'especie': 'Perro', 'raza': 'main', 'edad': 5, 'propietario': 1219}, {'id': 12100, 'nombre': 'Brandon', 'especie': 'Perro', 'raza': 'or', 'edad': 15, 'propietario': 1219}]"
1220,Bradley Jenkins,amber56@example.org,5764310478,"[{'id': 5832, 'nombre': 'Alexander', 'especie': 'Iguana', 'raza': 'agreement', 'edad': 18, 'propietario': 1220}]"
1221,Russell Roberts,jmejia@example.net,15367756712,"[{'id': 10900, 'nombre': 'Justin', 'especie': 'Loro', 'raza': 'play', 'edad': 13, 'propietario': 1221}]"
1222,Michelle Jackson,hdean@example.net,3266461732157,"[{'id': 762, 'nombre': 'Christine', 'especie': 'Perro', 'raza': 'reveal', 'edad': 10, 'propietario': 1222}, {'id': 7283, 'nombre': 'Kristin', 'especie': 'Perro', 'raza': 'central', 'edad': 5, 'propietario': 1222}]"
1223,Susan Mcdaniel,daniel93@example.org,0017319685064,"[{'id': 7726, 'nombre': 'Mark', 'especie': 'Perro', 'raza': 'option', 'edad': 7, 'propietario': 1223}, {'id': 10503, 'nombre': 'Shawn', 'especie': 'Perro', 'raza': 'time', 'edad': 18, 'propietario': 1223}, {'id': 11362, 'nombre': 'John', 'especie': 'Perro', 'raza': 'while', 'edad': 20, 'propietario': 1223}]"
1224,Cindy Cohen,owilliams@example.net,1267754524227450,"[{'id': 9732, 'nombre': 'Christina', 'especie': 'Iguana', 'raza': 'purpose', 'edad': 11, 'propietario': 1224}, {'id': 11184, 'nombre': 'Katherine', 'especie': 'Conejo', 'raza': 'within', 'edad': 2, 'propietario': 1224}]"
1225,Joseph Myers,julie64@example.org,18798968131089,"[{'id': 5501, 'nombre': 'Angela', 'especie': 'Gato', 'raza': 'write', 'edad': 15, 'propietario': 1225}, {'id': 7212, 'nombre': 'Kaitlyn', 'especie': 'Perro', 'raza': 'ahead', 'edad': 18, 'propietario': 1225}]"
1226,Mark Bradford,cheryl43@example.org,24247777909977,"[{'id': 2235, 'nombre': 'Haley', 'especie': 'Conejo', 'raza': 'fine', 'edad': 1, 'propietario': 1226}, {'id': 6560, 'nombre': 'Daniel', 'especie': 'Conejo', 'raza': 'game', 'edad': 14, 'propietario': 1226}, {'id': 10166, 'nombre': 'Emily', 'especie': 'Iguana', 'raza': 'plan', 'edad': 9, 'propietario': 1226}]"
1227,Kristin Moses,kaitlyn50@example.org,0013456339746,"[{'id': 11273, 'nombre': 'William', 'especie': 'Iguana', 'raza': 'him', 'edad': 2, 'propietario': 1227}]"
1228,Tammy Gregory,janetjordan@example.org,329611156760329,"[{'id': 1506, 'nombre': 'Alexis', 'especie': 'Conejo', 'raza': 'carry', 'edad': 3, 'propietario': 1228}, {'id': 7978, 'nombre': 'Jesus', 'especie': 'Iguana', 'raza': 'green', 'edad': 16, 'propietario': 1228}, {'id': 10270, 'nombre': 'Samuel', 'especie': 'Perro', 'raza': 'daughter', 'edad': 2, 'propietario': 1228}]"
1229,Morgan Ramirez,catherine25@example.net,70738994244806,"[{'id': 7313, 'nombre': 'Shawn', 'especie': 'Iguana', 'raza': 'pay', 'edad': 3, 'propietario': 1229}, {'id': 7759, 'nombre': 'Connie', 'especie': 'Perro', 'raza': 'nor', 'edad': 17, 'propietario': 1229}]"
1230,Chad Kelly,rhanson@example.com,414653556246759,"[{'id': 1989, 'nombre': 'Erica', 'especie': 'Perro', 'raza': 'near', 'edad': 15, 'propietario': 1230}, {'id': 4370, 'nombre': 'Brittany', 'especie': 'Gato', 'raza': 'lead', 'edad': 17, 'propietario': 1230}, {'id': 5192, 'nombre': 'Lindsey', 'especie': 'Conejo', 'raza': 'production', 'edad': 1, 'propietario': 1230}, {'id': 7913, 'nombre': 'Stephanie', 'especie': 'Iguana', 'raza': 'institution', 'edad': 9, 'propietario': 1230}]"
1231,Benjamin Armstrong,laurie72@example.com,18337049318427,"[{'id': 1124, 'nombre': 'Ruben', 'especie': 'Iguana', 'raza': 'travel', 'edad': 18, 'propietario': 1231}, {'id': 6699, 'nombre': 'Renee', 'especie': 'Loro', 'raza': 'occur', 'edad': 16, 'propietario': 1231}]"
1232,Katherine Diaz,bridgetlee@example.com,7847792474230,"[{'id': 2599, 'nombre': 'Daniel', 'especie': 'Gato', 'raza': 'worry', 'edad': 5, 'propietario': 1232}, {'id': 3151, 'nombre': 'Vincent', 'especie': 'Loro', 'raza': 'nor', 'edad': 2, 'propietario': 1232}, {'id': 5918, 'nombre': 'Jason', 'especie': 'Iguana', 'raza': 'through', 'edad': 3, 'propietario': 1232}, {'id': 7053, 'nombre': 'Edward', 'especie': 'Conejo', 'raza': 'himself', 'edad': 2, 'propietario': 1232}]"
1233,Tracy Spears,gutierrezdonna@example.net,7722533915501,"[{'id': 50, 'nombre': 'Michelle', 'especie': 'Conejo', 'raza': 'mission', 'edad': 20, 'propietario': 1233}, {'id': 2742, 'nombre': 'Nicole', 'especie': 'Conejo', 'raza': 'young', 'edad': 8, 'propietario': 1233}, {'id': 11070, 'nombre': 'Rodney', 'especie': 'Gato', 'raza': 'political', 'edad': 15, 'propietario': 1233}]"
1234,Daniel Nunez,drakejackie@example.net,746726741940221,"[{'id': 7715, 'nombre': 'Ryan', 'especie': 'Perro', 'raza': 'organization', 'edad': 19, 'propietario': 1234}, {'id': 11983, 'nombre': 'Brooke', 'especie': 'Loro', 'raza': 'movie', 'edad': 20, 'propietario': 1234}]"
1235,Patricia Rangel,jking@example.org,16029524741,"[{'id': 880, 'nombre': 'Cindy', 'especie': 'Iguana', 'raza': 'move', 'edad': 14, 'propietario': 1235}, {'id': 5416, 'nombre': 'Robin', 'especie': 'Perro', 'raza': 'blue', 'edad': 15, 'propietario': 1235}]"
1236,Noah Johnson,blackwellvictoria@example.com,2205184981,"[{'id': 7285, 'nombre': 'Sandra', 'especie': 'Perro', 'raza': 'win', 'edad': 11, 'propietario': 1236}, {'id': 9363, 'nombre': 'Thomas', 'especie': 'Perro', 'raza': 'edge', 'edad': 8, 'propietario': 1236}]"
1237,Crystal Hernandez,acostajordan@example.com,18909448786730,[]
1238,Rebekah Keller,ryan03@example.org,5165679627,[]
1239,James Ramos,eric00@example.net,25120090130391,"[{'id': 1159, 'nombre': 'Nicole', 'especie': 'Gato', 'raza': 'hold', 'edad': 18, 'propietario': 1239}, {'id': 1174, 'nombre': 'Alexandra', 'especie': 'Gato', 'raza': 'claim', 'edad': 16, 'propietario': 1239}, {'id': 2949, 'nombre': 'Michael', 'especie': 'Loro', 'raza': 'nice', 'edad': 15, 'propietario': 1239}, {'id': 3058, 'nombre': 'Samuel', 'especie': 'Loro', 'raza': 'enough', 'edad': 20, 'propietario': 1239}, {'id': 6587, 'nombre': 'Patricia', 'especie': 'Perro', 'raza': 'benefit', 'edad': 18, 'propietario': 1239}]"
1240,William Montoya,rosedaniel@example.net,4718121354,"[{'id': 9824, 'nombre': 'Kelly', 'especie': 'Iguana', 'raza': 'doctor', 'edad': 16, 'propietario': 1240}, {'id': 10882, 'nombre': 'Rachel', 'especie': 'Loro', 'raza': 'PM', 'edad': 9, 'propietario': 1240}]"
1241,Joseph Mills,autumnmcgee@example.org,0012058283748104,"[{'id': 1163, 'nombre': 'Elizabeth', 'especie': 'Conejo', 'raza': 'office', 'edad': 3, 'propietario': 1241}, {'id': 7423, 'nombre': 'Kayla', 'especie': 'Loro', 'raza': 'evidence', 'edad': 9, 'propietario': 1241}, {'id': 7664, 'nombre': 'Karen', 'especie': 'Iguana', 'raza': 'contain', 'edad': 2, 'propietario': 1241}, {'id': 10943, 'nombre': 'Jessica', 'especie': 'Loro', 'raza': 'owner', 'edad': 12, 'propietario': 1241}]"
1242,Kimberly Curtis,wmartin@example.net,7372967407,"[{'id': 600, 'nombre': 'Jonathan', 'especie': 'Conejo', 'raza': 'mouth', 'edad': 20, 'propietario': 1242}, {'id': 4845, 'nombre': 'Edward', 'especie': 'Iguana', 'raza': 'region', 'edad': 6, 'propietario': 1242}, {'id': 8175, 'nombre': 'Shelley', 'especie': 'Loro', 'raza': 'high', 'edad': 12, 'propietario': 1242}]"
1243,Jessica Watkins,uowen@example.org,9573565627890,"[{'id': 7447, 'nombre': 'Kevin', 'especie': 'Gato', 'raza': 'happen', 'edad': 4, 'propietario': 1243}]"
1244,Mary Mueller,parsonsanthony@example.net,6749449503,"[{'id': 6964, 'nombre': 'Hunter', 'especie': 'Conejo', 'raza': 'property', 'edad': 3, 'propietario': 1244}, {'id': 8738, 'nombre': 'Jennifer', 'especie': 'Perro', 'raza': 'city', 'edad': 1, 'propietario': 1244}, {'id': 12296, 'nombre': 'Tammy', 'especie': 'Conejo', 'raza': 'firm', 'edad': 7, 'propietario': 1244}]"
1245,Ashley Walker,gdixon@example.com,0017484703448866,"[{'id': 4073, 'nombre': 'Johnny', 'especie': 'Perro', 'raza': 'ability', 'edad': 11, 'propietario': 1245}, {'id': 8636, 'nombre': 'Justin', 'especie': 'Gato', 'raza': 'view', 'edad': 8, 'propietario': 1245}, {'id': 9964, 'nombre': 'Darryl', 'especie': 'Loro', 'raza': 'since', 'edad': 19, 'propietario': 1245}, {'id': 10893, 'nombre': 'Elizabeth', 'especie': 'Conejo', 'raza': 'make', 'edad': 4, 'propietario': 1245}]"
1246,Cynthia White,ubrewer@example.org,7679215952764,"[{'id': 1835, 'nombre': 'Aaron', 'especie': 'Conejo', 'raza': 'time', 'edad': 7, 'propietario': 1246}, {'id': 6818, 'nombre': 'Sara', 'especie': 'Loro', 'raza': 'teach', 'edad': 1, 'propietario': 1246}, {'id': 8820, 'nombre': 'Andrea', 'especie': 'Conejo', 'raza': 'whom', 'edad': 8, 'propietario': 1246}]"
1247,Jonathan Guzman,paul83@example.com,97231491316687,"[{'id': 2472, 'nombre': 'Christina', 'especie': 'Perro', 'raza': 'first', 'edad': 9, 'propietario': 1247}]"
1248,Lisa Mccarthy,vasquezbrent@example.com,8046930310,"[{'id': 1608, 'nombre': 'Paul', 'especie': 'Perro', 'raza': 'painting', 'edad': 11, 'propietario': 1248}]"
1249,Carol Morrison,josedeleon@example.com,1482729328686306,"[{'id': 2521, 'nombre': 'Beth', 'especie': 'Gato', 'raza': 'movement', 'edad': 5, 'propietario': 1249}, {'id': 5039, 'nombre': 'Stacey', 'especie': 'Perro', 'raza': 'run', 'edad': 13, 'propietario': 1249}, {'id': 6140, 'nombre': 'Terri', 'especie': 'Conejo', 'raza': 'standard', 'edad': 16, 'propietario': 1249}]"
1250,John Holmes,candice21@example.org,19995788601489,"[{'id': 11278, 'nombre': 'Colleen', 'especie': 'Loro', 'raza': 'suffer', 'edad': 7, 'propietario': 1250}]"
1251,Deborah Crawford,michaelhopkins@example.org,14059004756144,"[{'id': 8381, 'nombre': 'Jesse', 'especie': 'Conejo', 'raza': 'change', 'edad': 8, 'propietario': 1251}, {'id': 10412, 'nombre': 'Sandra', 'especie': 'Iguana', 'raza': 'body', 'edad': 18, 'propietario': 1251}]"
1252,Katrina Ross,rfisher@example.net,987860824422809,"[{'id': 4969, 'nombre': 'Donna', 'especie': 'Iguana', 'raza': 'population', 'edad': 19, 'propietario': 1252}]"
1253,Christine Thomas,hamptonamanda@example.org,843909164322984,"[{'id': 6779, 'nombre': 'Debbie', 'especie': 'Gato', 'raza': 'kid', 'edad': 19, 'propietario': 1253}, {'id': 9309, 'nombre': 'Gabriella', 'especie': 'Gato', 'raza': 'society', 'edad': 3, 'propietario': 1253}, {'id': 9563, 'nombre': 'Sheila', 'especie': 'Iguana', 'raza': 'such', 'edad': 9, 'propietario': 1253}, {'id': 11564, 'nombre': 'Brent', 'especie': 'Conejo', 'raza': 'here', 'edad': 1, 'propietario': 1253}]"
1254,Richard Barnes,tbecker@example.net,62252550278529,"[{'id': 1602, 'nombre': 'Bryan', 'especie': 'Iguana', 'raza': 'Democrat', 'edad': 16, 'propietario': 1254}]"
1255,Heidi Morris,patricia95@example.com,14198099292,"[{'id': 9963, 'nombre': 'Stephanie', 'especie': 'Perro', 'raza': 'memory', 'edad': 11, 'propietario': 1255}, {'id': 10642, 'nombre': 'Cynthia', 'especie': 'Perro', 'raza': 'similar', 'edad': 1, 'propietario': 1255}]"
1256,Lisa Baker,kgentry@example.org,7117329120,"[{'id': 750, 'nombre': 'Rebecca', 'especie': 'Conejo', 'raza': 'hundred', 'edad': 6, 'propietario': 1256}, {'id': 2199, 'nombre': 'Nathaniel', 'especie': 'Iguana', 'raza': 'phone', 'edad': 11, 'propietario': 1256}, {'id': 5642, 'nombre': 'Anthony', 'especie': 'Loro', 'raza': 'campaign', 'edad': 15, 'propietario': 1256}, {'id': 11645, 'nombre': 'Mary', 'especie': 'Gato', 'raza': 'assume', 'edad': 15, 'propietario': 1256}]"
1257,Kathy Fuentes,zknight@example.net,6115128671,"[{'id': 1881, 'nombre': 'Kevin', 'especie': 'Gato', 'raza': 'firm', 'edad': 14, 'propietario': 1257}, {'id': 3146, 'nombre': 'Brandon', 'especie': 'Gato', 'raza': 'improve', 'edad': 12, 'propietario': 1257}, {'id': 7906, 'nombre': 'Bill', 'especie': 'Iguana', 'raza': 'performance', 'edad': 7, 'propietario': 1257}]"
1258,Joanna Miller,lunajames@example.com,469707458796466,"[{'id': 4830, 'nombre': 'Jeremy', 'especie': 'Gato', 'raza': 'gun', 'edad': 20, 'propietario': 1258}]"
1259,Casey Foster,timothy52@example.net,7826763835,"[{'id': 6361, 'nombre': 'Rose', 'especie': 'Conejo', 'raza': 'hospital', 'edad': 14, 'propietario': 1259}, {'id': 7617, 'nombre': 'Gloria', 'especie': 'Iguana', 'raza': 'prove', 'edad': 19, 'propietario': 1259}, {'id': 7859, 'nombre': 'Melinda', 'especie': 'Conejo', 'raza': 'few', 'edad': 11, 'propietario': 1259}, {'id': 8559, 'nombre': 'Gerald', 'especie': 'Iguana', 'raza': 'whether', 'edad': 6, 'propietario': 1259}]"
1260,Ann Carney,stewarthailey@example.com,132952319193713,"[{'id': 1878, 'nombre': 'Vanessa', 'especie': 'Conejo', 'raza': 'cut', 'edad': 2, 'propietario': 1260}, {'id': 4687, 'nombre': 'Karl', 'especie': 'Gato', 'raza': 'perform', 'edad': 16, 'propietario': 1260}, {'id': 5739, 'nombre': 'Jessica', 'especie': 'Perro', 'raza': 'run', 'edad': 13, 'propietario': 1260}, {'id': 8115, 'nombre': 'Brittany', 'especie': 'Perro', 'raza': 'similar', 'edad': 14, 'propietario': 1260}, {'id': 8180, 'nombre': 'Beverly', 'especie': 'Conejo', 'raza': 'machine', 'edad': 17, 'propietario': 1260}, {'id': 8385, 'nombre': 'Ronnie', 'especie': 'Loro', 'raza': 'picture', 'edad': 9, 'propietario': 1260}, {'id': 12097, 'nombre': 'Crystal', 'especie': 'Perro', 'raza': 'thank', 'edad': 17, 'propietario': 1260}]"
